timestamp,idx,detect_stage,current_ref_file,current_intersection,current_approach,speed_mps,exclude_ref_file,candidate_ref_file,candidate_intersection,candidate_approach,live_heading_deg,heading_source,gps_heading_distance_m,ref_heading_deg,heading_error_deg,heading_limit_deg,avg_distance_m,inferred_distance_to_stopbar,result,reason,selected
1782424929.768254,7,bootstrap,,,,0.0,,ref_3_SN.csv,3,SN,,none,,,,60.0,3650.5933116496117,,reject,avg_distance_too_large,False
1782424929.768254,7,bootstrap,,,,0.0,,ref_3_EW.csv,3,EW,,none,,,,60.0,3268.553537286968,,reject,avg_distance_too_large,False
1782424929.768254,7,bootstrap,,,,0.0,,ref_5_NESW.csv,5,NESW,,none,,,,60.0,242.83943746721508,,reject,avg_distance_too_large,False
1782424929.768254,7,bootstrap,,,,0.0,,ref_1_SWNE.csv,1,SWNE,,none,,,,60.0,147.12596821034393,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_2_NS.csv,2,NS,,none,,,,60.0,1497.190323768828,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_4_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_2_WE.csv,2,WE,,none,,,,60.0,1861.2118250595818,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_4_4218_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_5_SWNE.csv,5,SWNE,,none,,,,60.0,266.88496567604386,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_4_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_5_NWSE.csv,5,NWSE,,none,,,,60.0,106.1964647899849,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_4_4218_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_2_EW.csv,2,EW,,none,,,,60.0,1455.6127667178275,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_1_SENW.csv,1,SENW,,none,,,,60.0,90.185545311763,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_4_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_2_SN.csv,2,SN,,none,,,,60.0,1938.7098476453343,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_4_4218_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_3_WE.csv,3,WE,,none,,,,60.0,3651.251222856162,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_3_NS.csv,3,NS,,none,,,,60.0,2744.917106802524,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_1_NWSE.csv,1,NWSE,,none,,,,60.0,156.8669656055258,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_5_SENW.csv,5,SENW,,none,,,,60.0,115.14995644191643,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_3_SN.csv,3,SN,,none,,,,60.0,3650.5933116496117,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_3_EW.csv,3,EW,,none,,,,60.0,3268.553537286968,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_5_NESW.csv,5,NESW,,none,,,,60.0,242.83943746721508,,reject,avg_distance_too_large,False
1782424930.069669,8,bootstrap,,,,0.0,,ref_1_SWNE.csv,1,SWNE,,none,,,,60.0,147.12596821034393,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_2_NS.csv,2,NS,,none,,,,60.0,1497.190323768828,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_4_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_2_WE.csv,2,WE,,none,,,,60.0,1861.2118250595818,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_4_4218_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_5_SWNE.csv,5,SWNE,,none,,,,60.0,266.88496567604386,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_4_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_5_NWSE.csv,5,NWSE,,none,,,,60.0,106.1964647899849,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_4_4218_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_2_EW.csv,2,EW,,none,,,,60.0,1455.6127667178275,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_1_SENW.csv,1,SENW,,none,,,,60.0,90.185545311763,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_4_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_2_SN.csv,2,SN,,none,,,,60.0,1938.7098476453343,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_4_4218_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_3_WE.csv,3,WE,,none,,,,60.0,3651.251222856162,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_3_NS.csv,3,NS,,none,,,,60.0,2744.917106802524,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_1_NWSE.csv,1,NWSE,,none,,,,60.0,156.8669656055258,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_5_SENW.csv,5,SENW,,none,,,,60.0,115.14995644191643,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_3_SN.csv,3,SN,,none,,,,60.0,3650.5933116496117,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_3_EW.csv,3,EW,,none,,,,60.0,3268.553537286968,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_5_NESW.csv,5,NESW,,none,,,,60.0,242.83943746721508,,reject,avg_distance_too_large,False
1782424930.260929,9,bootstrap,,,,0.0,,ref_1_SWNE.csv,1,SWNE,,none,,,,60.0,147.12596821034393,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_2_NS.csv,2,NS,,none,,,,60.0,1497.190323768828,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_4_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_2_WE.csv,2,WE,,none,,,,60.0,1861.2118250595818,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_4_4218_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_5_SWNE.csv,5,SWNE,,none,,,,60.0,266.88496567604386,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_4_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_5_NWSE.csv,5,NWSE,,none,,,,60.0,106.1964647899849,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_4_4218_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_2_EW.csv,2,EW,,none,,,,60.0,1455.6127667178275,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_1_SENW.csv,1,SENW,,none,,,,60.0,90.185545311763,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_4_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_2_SN.csv,2,SN,,none,,,,60.0,1938.7098476453343,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_4_4218_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_3_WE.csv,3,WE,,none,,,,60.0,3651.251222856162,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_3_NS.csv,3,NS,,none,,,,60.0,2744.917106802524,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_1_NWSE.csv,1,NWSE,,none,,,,60.0,156.8669656055258,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_5_SENW.csv,5,SENW,,none,,,,60.0,115.14995644191643,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_3_SN.csv,3,SN,,none,,,,60.0,3650.5933116496117,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_3_EW.csv,3,EW,,none,,,,60.0,3268.553537286968,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_5_NESW.csv,5,NESW,,none,,,,60.0,242.83943746721508,,reject,avg_distance_too_large,False
1782424930.7565,10,bootstrap,,,,0.0,,ref_1_SWNE.csv,1,SWNE,,none,,,,60.0,147.12596821034393,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_2_NS.csv,2,NS,,none,,,,60.0,1497.190323768828,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_4_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_2_WE.csv,2,WE,,none,,,,60.0,1861.2118250595818,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_4_4218_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_5_SWNE.csv,5,SWNE,,none,,,,60.0,266.88496567604386,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_4_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_5_NWSE.csv,5,NWSE,,none,,,,60.0,106.1964647899849,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_4_4218_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_2_EW.csv,2,EW,,none,,,,60.0,1455.6127667178275,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_1_SENW.csv,1,SENW,,none,,,,60.0,90.185545311763,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_4_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_2_SN.csv,2,SN,,none,,,,60.0,1938.7098476453343,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_4_4218_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_3_WE.csv,3,WE,,none,,,,60.0,3651.251222856162,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_3_NS.csv,3,NS,,none,,,,60.0,2744.917106802524,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_1_NWSE.csv,1,NWSE,,none,,,,60.0,156.8669656055258,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_5_SENW.csv,5,SENW,,none,,,,60.0,115.14995644191643,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_3_SN.csv,3,SN,,none,,,,60.0,3650.5933116496117,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_3_EW.csv,3,EW,,none,,,,60.0,3268.553537286968,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_5_NESW.csv,5,NESW,,none,,,,60.0,242.83943746721508,,reject,avg_distance_too_large,False
1782424930.860668,11,bootstrap,,,,0.0,,ref_1_SWNE.csv,1,SWNE,,none,,,,60.0,147.12596821034393,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_2_NS.csv,2,NS,,none,,,,60.0,1497.190323768828,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_4_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_2_WE.csv,2,WE,,none,,,,60.0,1861.2118250595818,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_4_4218_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_5_SWNE.csv,5,SWNE,,none,,,,60.0,266.88496567604386,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_4_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_5_NWSE.csv,5,NWSE,,none,,,,60.0,106.1964647899849,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_4_4218_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_2_EW.csv,2,EW,,none,,,,60.0,1455.6127667178275,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_1_SENW.csv,1,SENW,,none,,,,60.0,90.185545311763,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_4_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_2_SN.csv,2,SN,,none,,,,60.0,1938.7098476453343,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_4_4218_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_3_WE.csv,3,WE,,none,,,,60.0,3651.251222856162,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_3_NS.csv,3,NS,,none,,,,60.0,2744.917106802524,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_1_NWSE.csv,1,NWSE,,none,,,,60.0,156.8669656055258,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_5_SENW.csv,5,SENW,,none,,,,60.0,115.14995644191643,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_3_SN.csv,3,SN,,none,,,,60.0,3650.5933116496117,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_3_EW.csv,3,EW,,none,,,,60.0,3268.553537286968,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_5_NESW.csv,5,NESW,,none,,,,60.0,242.83943746721508,,reject,avg_distance_too_large,False
1782424931.058777,12,bootstrap,,,,0.0,,ref_1_SWNE.csv,1,SWNE,,none,,,,60.0,147.12596821034393,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_2_NS.csv,2,NS,,none,,,,60.0,1497.190323768828,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_4_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_2_WE.csv,2,WE,,none,,,,60.0,1861.2118250595818,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_4_4218_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_5_SWNE.csv,5,SWNE,,none,,,,60.0,266.88496567604386,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_4_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_5_NWSE.csv,5,NWSE,,none,,,,60.0,106.1964647899849,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_4_4218_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_2_EW.csv,2,EW,,none,,,,60.0,1455.6127667178275,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_1_SENW.csv,1,SENW,,none,,,,60.0,90.185545311763,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_4_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_2_SN.csv,2,SN,,none,,,,60.0,1938.7098476453343,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_4_4218_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_3_WE.csv,3,WE,,none,,,,60.0,3651.251222856162,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_3_NS.csv,3,NS,,none,,,,60.0,2744.917106802524,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_1_NWSE.csv,1,NWSE,,none,,,,60.0,156.8669656055258,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_5_SENW.csv,5,SENW,,none,,,,60.0,115.14995644191643,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_3_SN.csv,3,SN,,none,,,,60.0,3650.5933116496117,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_3_EW.csv,3,EW,,none,,,,60.0,3268.553537286968,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_5_NESW.csv,5,NESW,,none,,,,60.0,242.83943746721508,,reject,avg_distance_too_large,False
1782424931.552779,13,bootstrap,,,,0.0,,ref_1_SWNE.csv,1,SWNE,,none,,,,60.0,147.12596821034393,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_2_NS.csv,2,NS,,none,,,,60.0,1497.190323768828,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_4_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_2_WE.csv,2,WE,,none,,,,60.0,1861.2118250595818,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_4_4218_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_5_SWNE.csv,5,SWNE,,none,,,,60.0,266.88496567604386,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_4_WE.csv,4,WE,,none,,,,60.0,3024.6395464029733,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_5_NWSE.csv,5,NWSE,,none,,,,60.0,106.1964647899849,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_4_4218_EW.csv,4,EW,,none,,,,60.0,3030.640962701828,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_2_EW.csv,2,EW,,none,,,,60.0,1455.6127667178275,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_1_SENW.csv,1,SENW,,none,,,,60.0,90.185545311763,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_4_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_2_SN.csv,2,SN,,none,,,,60.0,1938.7098476453343,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_4_4218_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_3_WE.csv,3,WE,,none,,,,60.0,3651.251222856162,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_3_NS.csv,3,NS,,none,,,,60.0,2744.917106802524,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_1_NWSE.csv,1,NWSE,,none,,,,60.0,156.8669656055258,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_5_SENW.csv,5,SENW,,none,,,,60.0,115.14995644191643,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_3_SN.csv,3,SN,,none,,,,60.0,3650.5933116496117,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_3_EW.csv,3,EW,,none,,,,60.0,3268.553537286968,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_5_NESW.csv,5,NESW,,none,,,,60.0,242.83943746721508,,reject,avg_distance_too_large,False
1782424932.2516348,14,bootstrap,,,,0.0,,ref_1_SWNE.csv,1,SWNE,,none,,,,60.0,147.12596821034393,,reject,avg_distance_too_large,False
1782424932.346624,15,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,3038.7629030350813,,reject,avg_distance_too_large,False
1782424932.346624,15,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1948.1763917771073,,reject,avg_distance_too_large,False
